ObjectID,RevisitID,Reporter,OccStatus,Status,RevisitDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,CoordAcc,Abundance,InfestAcre,GrossAcre,PercentCov,Density,Quantity,QuantityU,APPXQuant,NumCollect,Incidence,Severity,ManageStat,PopStat,RecBasis,UUID,RecSrcTyp,VisitType,PlantTreat,TreatComm,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm
"9599411","9617359",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.86609"," -89.63250",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9599413","9617358",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.86510"," -89.63241",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9609494","9623596",Brady O'Connell ,Detected,Positive,11-29-21,12-01-21,,"Sangamon, Illinois, United States","  39.83217"," -89.60566",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9609495","9618932",Brady O'Connell ,Detected,Positive,11-12-21,11-12-21,,"Sangamon, Illinois, United States","  39.84443"," -89.62088",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9609496","9618933",Brady O'Connell ,Detected,Positive,11-12-21,11-12-21,,"Sangamon, Illinois, United States","  39.84365"," -89.62211",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9609497","9618931",Brady O'Connell ,Detected,Positive,11-12-21,11-12-21,,"Sangamon, Illinois, United States","  39.84347"," -89.62191",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9609498","9618937",Brady O'Connell ,Detected,Positive,11-12-21,11-12-21,,"Sangamon, Illinois, United States","  39.84396"," -89.62144",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9517233","9613986",Brady O'Connell ,Detected,Positive,11-04-21,11-04-21,,"Sangamon, Illinois, United States","  39.83514"," -89.64999",WGS84,,,0.54,,,5-25%,,,,,,,,,,,iPhone,Monitoring,,,No spotted lantern fly present ,,,,Verified,,
"9518253","9613513",Brady O'Connell ,Detected,Positive,11-01-21,11-01-21,,"Sangamon, Illinois, United States","  39.75843"," -89.58796",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9518253","9623767",Brady O'Connell ,Detected,Positive,12-03-21,12-03-21,,"Sangamon, Illinois, United States","  39.75843"," -89.58796",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9518254","9613512",Brady O'Connell ,Detected,Positive,11-01-21,11-01-21,,"Sangamon, Illinois, United States","  39.75564"," -89.58831",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9518255","9613523",Brady O'Connell ,Detected,Positive,11-01-21,11-01-21,,"Sangamon, Illinois, United States","  39.75572"," -89.58721",WGS84,,,0,,,,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9518255","9623770",Brady O'Connell ,Detected,Positive,12-03-21,12-03-21,,"Sangamon, Illinois, United States","  39.75572"," -89.58721",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9518256","9613987",Brady O'Connell ,Detected,Positive,11-04-21,11-04-21,,"Sangamon, Illinois, United States","  39.83546"," -89.65016",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,No spotted lantern fly present ,,,,Verified,,
"9518257","9613522",Brady O'Connell ,Detected,Positive,11-01-21,11-01-21,,"Sangamon, Illinois, United States","  39.75540"," -89.58759",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9518257","9623771",Brady O'Connell ,Detected,Positive,12-03-21,12-03-21,,"Sangamon, Illinois, United States","  39.75540"," -89.58759",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9518258","9623777",Brady O'Connell ,Detected,Positive,12-03-21,12-03-21,,"Sangamon, Illinois, United States","  39.75545"," -89.58775",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9518258","9613520",Brady O'Connell ,Detected,Positive,11-01-21,11-01-21,,"Sangamon, Illinois, United States","  39.75545"," -89.58775",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9518259","9613518",Brady O'Connell ,Detected,Positive,11-01-21,11-01-21,,"Sangamon, Illinois, United States","  39.75859"," -89.58592",WGS84,,,25,,,5-25%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9518260","9613516",Brady O'Connell ,Detected,Positive,11-01-21,11-01-21,,"Sangamon, Illinois, United States","  39.75871"," -89.58594",WGS84,,,10,,,<5%,,,,,,,,,,,iPhone,,,,,,,,Verified,,
"9518260","9623780",Brady O'Connell ,Detected,Positive,12-03-21,12-03-21,,"Sangamon, Illinois, United States","  39.75871"," -89.58594",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9518260","9623782",Brady O'Connell ,Detected,Positive,12-03-21,12-03-21,,"Sangamon, Illinois, United States","  39.75871"," -89.58594",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9518261","9623595",Brady O'Connell ,Detected,Positive,11-29-21,12-01-21,,"Sangamon, Illinois, United States","  39.83529"," -89.64980",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9521538","9613514",Brady O'Connell ,Detected,Positive,11-01-21,11-01-21,,"Sangamon, Illinois, United States","  39.72939"," -89.58287",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9521538","9623774",Brady O'Connell ,Undetected,Negative,12-03-21,12-03-21,,"Sangamon, Illinois, United States","  39.72939"," -89.58287",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9521540","9613591",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.73999"," -89.61478",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,,,,,,,,Verified,,
"9521541","9613615",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.73929"," -89.61477",WGS84,,,4.4,,,5-25%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9521542","9613608",Brady O'Connell ,Undetected,Eradicated,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.72824"," -89.60397",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9521543","9613600",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.74914"," -89.60635",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9521544","9613599",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.73841"," -89.61650",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9521544","9623773",Brady O'Connell ,Detected,Positive,12-03-21,12-03-21,,"Sangamon, Illinois, United States","  39.73841"," -89.61650",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9521545","9623769",Brady O'Connell ,Detected,Positive,12-03-21,12-03-21,,"Sangamon, Illinois, United States","  39.73996"," -89.61410",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9521545","9613612",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.73996"," -89.61410",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,,,,,,,,Verified,,
"9521546","9613610",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.73954"," -89.61342",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9521547","9613590",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.73884"," -89.61598",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9521547","9623778",Brady O'Connell ,Detected,Positive,12-03-21,12-03-21,,"Sangamon, Illinois, United States","  39.73884"," -89.61598",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9521548","9613593",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.74099"," -89.61625",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9521549","9613595",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.74065"," -89.61196",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9521549","9623775",Brady O'Connell ,Detected,Positive,12-03-21,12-03-21,,"Sangamon, Illinois, United States","  39.74065"," -89.61196",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9521550","9613601",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.72831"," -89.60380",WGS84,,,0,,,,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9521551","9613521",Brady O'Connell ,Detected,Positive,11-01-21,11-01-21,,"Sangamon, Illinois, United States","  39.72925"," -89.58266",WGS84,,,0,,,,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9521551","9623776",Brady O'Connell ,Detected,Positive,12-03-21,12-03-21,,"Sangamon, Illinois, United States","  39.72925"," -89.58266",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9521552","9623766",Brady O'Connell ,Detected,Positive,12-03-21,12-03-21,,"Sangamon, Illinois, United States","  39.72716"," -89.60465",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9521552","9613604",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.72716"," -89.60465",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9521553","9613598",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.72817"," -89.60405",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9521554","9613592",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.73915"," -89.61583",WGS84,,,0,,,,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9521554","9623772",Brady O'Connell ,Detected,Positive,12-03-21,12-03-21,,"Sangamon, Illinois, United States","  39.73915"," -89.61583",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9521555","9613596",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.74893"," -89.60629",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9521556","9613605",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.73816"," -89.61564",WGS84,,,0,,,,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9521556","9623779",Brady O'Connell ,Detected,Positive,12-03-21,12-03-21,,"Sangamon, Illinois, United States","  39.73816"," -89.61564",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9522577","9613519",Brady O'Connell ,Undetected,Eradicated,11-01-21,11-01-21,,"Sangamon, Illinois, United States","  39.69829"," -89.59795",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,,,,"At this location I had an employee tell me that TOH is not present in Springfield, IL after I told him it was present in his park. Returning today I was unable to find either of the 2 I had marked but I did notice there were a few places with lots of brush removed near my markers. I have to assume they eradicated them.",,,,Verified,,
"9522578","9613515",Brady O'Connell ,Detected,Positive,11-01-21,11-01-21,,"Sangamon, Illinois, United States","  39.69453"," -89.59972",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,,,,,,,,Verified,,
"9529856","9613510",Brady O'Connell ,Undetected,Eradicated,11-01-21,11-01-21,,"Sangamon, Illinois, United States","  39.69973"," -89.59660",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,,,,,,,,Verified,,
"9536033","9613602",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.70489"," -89.61623",WGS84,,,0,,,5-25%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9536034","9613511",Brady O'Connell ,Detected,Positive,11-01-21,11-01-21,,"Sangamon, Illinois, United States","  39.69371"," -89.61484",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9536036","9613613",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.70458"," -89.62086",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9536038","9613607",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.70649"," -89.62743",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9536040","9613603",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.70812"," -89.62611",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9536041","9623853",Brady O'Connell ,Detected,Positive,12-03-21,12-06-21,,"Sangamon, Illinois, United States","  39.70812"," -89.62611",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9536042","9623850",Brady O'Connell ,Detected,Positive,12-03-21,12-06-21,,"Sangamon, Illinois, United States","  39.70493"," -89.61609",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9536042","9613609",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.70493"," -89.61609",WGS84,,,0,,,5-25%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9536045","9613606",Brady O'Connell ,Detected,Positive,11-02-21,11-02-21,,"Sangamon, Illinois, United States","  39.70767"," -89.61552",WGS84,,,,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"9536045","9623849",Brady O'Connell ,Detected,Positive,12-03-21,12-06-21,,"Sangamon, Illinois, United States","  39.70767"," -89.61552",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9536364","9618909",Brady O'Connell ,Detected,Positive,11-12-21,11-12-21,,"Sangamon, Illinois, United States","  39.71840"," -89.69897",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9536365","9618914",Brady O'Connell ,Detected,Positive,11-12-21,11-12-21,,"Sangamon, Illinois, United States","  39.71583"," -89.70229",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9536366","9618912",Brady O'Connell ,Detected,Positive,11-12-21,11-12-21,,"Sangamon, Illinois, United States","  39.71969"," -89.69692",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9536367","9618908",Brady O'Connell ,Detected,Positive,11-12-21,11-12-21,,"Sangamon, Illinois, United States","  39.71939"," -89.69758",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9542796","9619159",Brady O'Connell ,Detected,Positive,11-15-21,11-15-21,,"Sangamon, Illinois, United States","  39.84457"," -89.71173",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9542797","9614368",Brady O'Connell ,Detected,Positive,11-04-21,11-04-21,,"Sangamon, Illinois, United States","  39.81658"," -89.71081",WGS84,,,0,,,5-25%,,,,,,,,,,,iPhone,Monitoring,,,No spotted lantern fly present ,,,,Verified,,
"9542798","9614367",Brady O'Connell ,Undetected,Eradicated,11-04-21,11-04-21,,"Sangamon, Illinois, United States","  39.78744"," -89.72998",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,No spotted lantern fly present,,,,Verified,,
"9542799","9619160",Brady O'Connell ,Detected,Positive,11-15-21,11-15-21,,"Sangamon, Illinois, United States","  39.85017"," -89.71233",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9546457","9619172",Brady O'Connell ,Detected,Positive,11-15-21,11-15-21,,"Sangamon, Illinois, United States","  39.86173"," -89.61406",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9546458","9615186",Brady O'Connell ,Detected,Positive,11-08-21,11-08-21,,"Logan, Illinois, United States","  40.02378"," -89.48022",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9546458","9623603",Brady O'Connell ,Detected,Positive,11-30-21,12-01-21,,"Logan, Illinois, United States","  40.02378"," -89.48022",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9546461","9619169",Brady O'Connell ,Detected,Positive,11-15-21,11-15-21,,"Sangamon, Illinois, United States","  39.86146"," -89.61402",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9546463","9619174",Brady O'Connell ,Detected,Positive,11-15-21,11-15-21,,"Sangamon, Illinois, United States","  39.86063"," -89.61444",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9546463","9623592",Brady O'Connell ,Detected,Positive,11-29-21,12-01-21,,"Sangamon, Illinois, United States","  39.86063"," -89.61444",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9546464","9615202",Brady O'Connell ,Detected,Positive,11-08-21,11-08-21,,"Sangamon, Illinois, United States","  39.95247"," -89.54821",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,There were larger trees here but all have been eradicated except for one small one,,,,Not Verified,,
"9546465","9623589",Brady O'Connell ,Detected,Positive,11-29-21,12-01-21,,"Sangamon, Illinois, United States","  39.86163"," -89.61404",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9546465","9619168",Brady O'Connell ,Detected,Positive,11-15-21,11-15-21,,"Sangamon, Illinois, United States","  39.86163"," -89.61404",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9546467","9623594",Brady O'Connell ,Detected,Positive,11-30-21,12-01-21,,"Logan, Illinois, United States","  40.06703"," -89.44189",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9546467","9615181",Brady O'Connell ,Detected,Positive,11-08-21,11-08-21,,"Logan, Illinois, United States","  40.06703"," -89.44189",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9546468","9615192",Brady O'Connell ,Detected,Positive,11-08-21,11-08-21,,"Logan, Illinois, United States","  40.02185"," -89.48448",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9546468","9623611",Brady O'Connell ,Detected,Positive,11-30-21,12-01-21,,"Logan, Illinois, United States","  40.02185"," -89.48448",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9547041","9624529",Brady O'Connell ,Detected,Positive,12-09-21,12-10-21,,"Logan, Illinois, United States","  40.13448"," -89.37616",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9547041","9616327",Brady O'Connell ,Detected,Positive,11-09-21,11-09-21,,"Logan, Illinois, United States","  40.13448"," -89.37616",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9547042","9616326",Brady O'Connell ,Undetected,Negative,11-09-21,11-09-21,,"Logan, Illinois, United States","  40.13708"," -89.37726",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9547043","9616325",Brady O'Connell ,Undetected,Negative,11-09-21,11-09-21,,"Logan, Illinois, United States","  40.13709"," -89.37802",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9547044","9616334",Brady O'Connell ,Detected,Positive,11-09-21,11-09-21,,"Logan, Illinois, United States","  40.13682"," -89.37738",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9547045","9615310",Brady O'Connell ,Detected,Positive,11-09-21,11-09-21,,"Logan, Illinois, United States","  40.13504"," -89.38033",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9547045","9624530",Brady O'Connell ,Detected,Positive,12-09-21,12-10-21,,"Logan, Illinois, United States","  40.13504"," -89.38033",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9547046","9624539",Brady O'Connell ,Detected,Positive,12-09-21,12-10-21,,"Logan, Illinois, United States","  40.13695"," -89.37720",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9547046","9616332",Brady O'Connell ,Detected,Positive,11-09-21,11-09-21,,"Logan, Illinois, United States","  40.13695"," -89.37720",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9547047","9616330",Brady O'Connell ,Detected,Positive,11-09-21,11-09-21,,"Logan, Illinois, United States","  40.13793"," -89.37248",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
